board,rank,model_id,run_id,model_digest,runtime_image_tag,runtime_image_digest,source_revision,wer,wer_ci_lower,wer_ci_upper,cer,cer_ci_lower,cer_ci_upper,word_accuracy_pct,speed_valid,batch_size,audio_throughput_x,rtf,processing_seconds,total_audio_seconds,checkpoint_gib,parameter_count,native_dtype,pareto_order,pareto_efficient,statistically_pareto_efficient,dominated_by,dominated_by_count,statistically_dominated_by,statistically_dominated_by_count
accuracy,20,qwen3-asr-1-7b,fleurs-fa-ir-v1-qwen3-asr-1-7b-20260812T010849Z,d72bbab125d5628ba0e151beebc6f5b28e5ea63c9fdeca2f55ab18cc569cb582,ghcr.io/armanjr/peste-benchmark:2.0.0,sha256:f2495a7e7f6da7cd8eef90efbaa7c759d2b86a7bfcc14cacbb5b9224af0bd5d9,4fe41b118493b290b74b5e31516fbfcd7b103b22,0.24104401228249744,0.2324250215575507,0.2500805020026767,0.08924825601248841,0.08445951963813145,0.09437146140582989,75.89559877175024,True,1,10.754954187450142,0.09298040536210661,1238.6719429772347,13321.860000000013,3.8069172985851765,2038052480,bfloat16,,,,,,,
accuracy,21,wav2vec2-xls-r-300m-fa-alifarokh,fleurs-fa-ir-v1-wav2vec2-xls-r-300m-fa-alifarokh-20260812T153241Z,e2d459f58ba02f85df2596a78435775b6c45ac17f1645238e04808c913f1dfde,ghcr.io/armanjr/peste-benchmark:2.0.0,sha256:c5206ece402769a0540c7cdde4876b6ce8797645315df340588cab21dcd01fc7,78fdc159e15e0e91ef3b9c2c10cfeb98417b27b0,0.36358983902484415,0.353814615833136,0.37318191303123066,0.09308990682472315,0.08768265768420537,0.09874714901503105,63.64101609751558,True,1,291.42193399187676,0.0034314507020870794,45.713305850105826,13321.860000000013,1.175308675505221,315479720,float32,,,,,,,
accuracy,22,whisper-small-fa-aictsharif,fleurs-fa-ir-v1-whisper-small-fa-aictsharif-20260817T161847Z,c684cde68cad8471bfdf782415070985d0ad1ec2df9245a8dc0f78fcf5902ee0,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.30575974690611335,0.29092065985981325,0.32727157058227946,0.09545587589638518,0.07677353103245767,0.1190464841515779,69.42402530938867,True,1,17.2951433560748,0.05781969998235123,770.2659484068863,13321.860000000013,0.9024153649806976,241734912,float16,,,,,,,
accuracy,23,wav2vec2-large-xlsr-persian-shemo-m3hrdadfi,fleurs-fa-ir-v1-wav2vec2-large-xlsr-persian-shemo-m3hrdadfi-20260812T152550Z,b68dc275d0b4020fad52e9e739c21c08b75ebecf385a93181a3ba350bf4f016e,ghcr.io/armanjr/peste-benchmark:2.0.0,sha256:c5206ece402769a0540c7cdde4876b6ce8797645315df340588cab21dcd01fc7,78fdc159e15e0e91ef3b9c2c10cfeb98417b27b0,0.30659718991346424,0.296778415840451,0.31645228304445516,0.10109029708766282,0.09561505535154717,0.10682966611016693,69.34028100865358,True,1,285.49045660153115,0.0035027440563301713,46.663065934262704,13321.860000000013,2.3509089099243283,315479720,float32,,,,,,,
accuracy,24,whisper-fa-small-v1-seyedali,fleurs-fa-ir-v1-whisper-fa-small-v1-seyedali-20260817T110818Z,dcdd849f484300849a8c0353f2820487e24bc6d4079f4d46b934e39c75bc0ec8,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.33265097236438074,0.3233199224457319,0.3421187264137542,0.10162690862968925,0.08712325548837942,0.11898441270168711,66.73490276356193,True,1,18.429781678481113,0.05426000250277597,722.8441569416318,13321.860000000013,0.9023833805695176,241734912,float16,,,,,,,
accuracy,25,whisper-small-persian-alism98,fleurs-fa-ir-v1-whisper-small-persian-alism98-20260817T165940Z,13ff741cb661e6b6eb16370f0bafbf7bdffcef694ff2cced3e0c5f9673ce8347,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.34237461617195497,0.3175360421317518,0.3719875148165583,0.10943216742280111,0.08492981443597869,0.13900352827921544,65.76253838280451,True,2,31.066499881020995,0.032189014012837525,428.81753821705934,13321.85999999999,0.9022400584071875,241734912,float16,,,,,,,
accuracy,26,whisper-small-persian-v1-aliyzd95,fleurs-fa-ir-v1-whisper-small-persian-v1-aliyzd95-20260817T173619Z,adaf36615379aaba173f8c8957c00a4e65511c66a7d91cac20a29068894994d7,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.312040569461245,0.2858655939412019,0.34235773848378476,0.11139567783794331,0.08714218801101693,0.13927725168290528,68.7959430538755,True,1,17.460951389884645,0.05727064795445871,762.9515541585861,13321.860000000013,0.9024736993014812,241734912,float16,,,,,,,
accuracy,27,whisper-v3-turbo-persian-v1-0-nezamisafa,fleurs-fa-ir-v1-whisper-v3-turbo-persian-v1-0-nezamisafa-20260817T181028Z,9a26f13a40aa5548558c756a121c91a91072243bffa45de5110b82d944d5ad23,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.31762352284358425,0.2732565369943229,0.36947912213139505,0.11523732865017806,0.08274113058522627,0.15317490896651503,68.23764771564159,True,1,16.414021987826462,0.06092352019155663,811.6146066990914,13321.860000000013,3.015216658823192,808878080,float16,,,,,,,
accuracy,28,whisper-small-fa-mohammadgholizadeh,fleurs-fa-ir-v1-whisper-small-fa-mohammadgholizadeh-20260817T164621Z,e2d87444d5590230fdea190bb4897f87da6902fc89c98b454f19ce9b2b6b8895,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.4345863962035917,0.4257166345493475,0.44349082695771436,0.1210059027269623,0.11578651691011216,0.12661972911094851,56.541360379640835,True,1,18.664539502953176,0.05357753400997524,713.7524072261294,13321.860000000013,0.9033889891579747,241734912,float16,,,,,,,
accuracy,29,whisper-small-persian-steja,fleurs-fa-ir-v1-whisper-small-persian-steja-20260817T172044Z,9cc1193a7bf188911d2a6c598d9b4ac54abe60e63cb3e421135b5b650324d897,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.34567786358983904,0.3364450103713453,0.35494639774037884,0.12218888726279331,0.09304258520012691,0.1587454362716028,65.4322136410161,True,1,15.08020473366225,0.06631209706110858,883.4004733545007,13321.860000000013,27.02250009123236,241734912,float16,,,,,,,
accuracy,30,whisper-base-fa-aictsharif,fleurs-fa-ir-v1-whisper-base-fa-aictsharif-20260817T105945Z,a976e3038c5443c30c1c1911dc270615a54ef3c610cc3d85be502695635ac69b,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.4354238392109426,0.4059344371395256,0.47316256361302744,0.13737255475876872,0.11713756808097207,0.16317598154763152,56.45761607890574,True,1,28.85768523913553,0.03465281403249363,461.63993714691605,13321.860000000013,0.27231262251734734,72593920,float16,,,,,,,
accuracy,31,whisper-small-fa-mjavadf,fleurs-fa-ir-v1-whisper-small-fa-mjavadf-20260817T163234Z,54054686fb9ef1cf7c0d18bbaa599d579bb862a4d07fe37a735651cea0d73044,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.4164883223225086,0.38772025004819477,0.4499888520466499,0.13755549051173227,0.10853371752739617,0.1723879587564534,58.35116776774913,True,1,17.253217005657476,0.05796020531545459,772.1377407837426,13321.860000000013,0.9023810774087906,241734912,float16,,,,,,,
accuracy,32,whisper-tiny-fa-aictsharif,fleurs-fa-ir-v1-whisper-tiny-fa-aictsharif-20260817T175946Z,cf8f898dd9d4cf6f17b70bf084a39f75289a06ef134eca5c660356cf2fbe5026,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.515073974132316,0.47014500473843324,0.5679265349738114,0.16633738231133227,0.14267863836178346,0.19415013126602731,48.4926025867684,True,1,25.67262307855244,0.03895199944860427,518.9130833743839,13321.860000000013,0.14254910498857498,37760640,float16,,,,,,,
accuracy,33,whisper-medium,fleurs-fa-ir-v1-whisper-medium-20260817T134655Z,3e64452785bf158b31894ff707c0267efc6c1bb34ad17ab1ae866639ed32837f,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.4316088210663441,0.3771637844060661,0.49496256114611753,0.16970340016586175,0.13372676919015164,0.21170811410162868,56.8391178933656,True,1,9.691953895274334,0.10317836948105856,1374.5277932549361,13321.860000000013,11.387814874760807,763857920,float16,,,,,,,
accuracy,34,qwen3-asr-0-6b,fleurs-fa-ir-v1-qwen3-asr-0-6b-20260812T004826Z,2bb3f623b1a6bb67a0261dea309cefb7843b6e037e46ca9cdb73cd8064e05710,ghcr.io/armanjr/peste-benchmark:2.0.0,sha256:f2495a7e7f6da7cd8eef90efbaa7c759d2b86a7bfcc14cacbb5b9224af0bd5d9,4fe41b118493b290b74b5e31516fbfcd7b103b22,0.481064483111566,0.4703827803433587,0.4914511113475363,0.20914434850480512,0.20215079267404562,0.2163963183746065,51.893551688843395,True,1,11.212571528924672,0.0891856071928135,1188.1181730376557,13321.860000000013,1.4681195197626948,782426112,bfloat16,,,,,,,
accuracy,35,whisper-fa-tinyyy-hackergeek98,fleurs-fa-ir-v1-whisper-fa-tinyyy-hackergeek98-20260817T112104Z,29d845807ffb1fa2ecafdaba3b2d5141d46c0e7f2397daccfc2114bc29378ae0,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.4663161812598865,0.4320106622255846,0.5072469875602288,0.2208522366944729,0.18380123534494744,0.2623363220503092,53.36838187401135,True,1,37.35935376553471,0.02676705829217352,356.5870031801751,13321.860000000013,0.14247440360486507,37760640,float16,,,,,,,
accuracy,36,whisper-small-ctejarat-makhataei,fleurs-fa-ir-v1-whisper-small-ctejarat-makhataei-20260817T153734Z,086ce62d90a3118841ff47ab67e196179f85f2e41c53c750200e8c563744bdf9,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.5142365311249651,0.4854946359857371,0.5472717301438264,0.2261207863798234,0.20584914843765192,0.24911694615716834,48.57634688750348,True,1,10.315475312637648,0.09694172781111546,1291.4441260577878,13321.860000000013,0.9051989614963531,241734912,float16,,,,,,,
accuracy,37,whisper-small,fleurs-fa-ir-v1-whisper-small-20260817T152515Z,5385968b1a6542cf0cff67f6276b22c222cdc108cd5cafd269405148616b9df6,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.612961756769331,0.573889136024477,0.6577849088245681,0.25961022488901897,0.22071516177383435,0.3029611021262942,38.703824323066904,True,2,19.4550896347084,0.05140043139230637,684.74935094791,13321.85999999999,3.6069457959383726,241734912,float16,,,,,,,
accuracy,38,nvidia-fastconformer-fa,fleurs-fa-ir-v1-nvidia-fastconformer-fa-20260812T004752Z,e2272943381a37d99b3b45e61167b140b7e56b59dcdb2d40f06fe177142fb518,ghcr.io/armanjr/peste-benchmark:2.0.0,sha256:f2495a7e7f6da7cd8eef90efbaa7c759d2b86a7bfcc14cacbb5b9224af0bd5d9,4fe41b118493b290b74b5e31516fbfcd7b103b22,0.4461244998604262,0.43602503900095946,0.45650410217608367,0.2646226645202205,0.25519377921262076,0.27405042791976464,55.38755001395739,True,32,1199.9141007910152,0.0008333929898321667,11.102344735525548,13321.86,0.427704406902194,114621442,float32,,,,,,,
accuracy,39,whisper-base,fleurs-fa-ir-v1-whisper-base-20260817T105009Z,6fdea727f40157ddfedc07ad66b55461e94c26941821b6a331e92e0b0cb4495d,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,1.029496603703359,0.9504512004008415,1.1125887790144313,0.45903458705302697,0.40660996521855686,0.514044243298918,0.0,True,1,25.241615826609184,0.03961711511930314,527.7736612232402,13321.860000000013,1.0861990274861455,72593920,float16,,,,,,,
accuracy,40,wav2vec2-large-xlsr-persian-v3-masoumehb,fleurs-fa-ir-v1-wav2vec2-large-xlsr-persian-v3-masoumehb-20260812T153042Z,bb63f841819fc657b0b4d952cca17cb559ee48f9d58fbe526820a88f278645cc,ghcr.io/armanjr/peste-benchmark:2.0.0,sha256:c5206ece402769a0540c7cdde4876b6ce8797645315df340588cab21dcd01fc7,78fdc159e15e0e91ef3b9c2c10cfeb98417b27b0,1.0,1.0,1.0,0.918276501292746,0.9167361446372795,0.9198449063971601,0.0,True,1,296.3351603474949,0.0033745573722246073,44.95538087474415,13321.860000000013,1.1757482243701816,315565820,float32,,,,,,,
accuracy,41,whisper-tiny,fleurs-fa-ir-v1-whisper-tiny-20260817T174950Z,a5d69b8550e99389163525a40772b399cd4c07ec6854e6402b5ce1272f7860cb,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,1.6546012840792779,1.5131932213625672,1.8062173924559803,0.972242548416996,0.8726679197487697,1.0803739160197023,0.0,True,1,24.248451273151524,0.04123974717953325,549.3901383611374,13321.860000000013,0.5670387549325824,37760640,float16,,,,,,,
